Title,Author,Price(in ₹),Book Format,Rating,Ratings Count,URL
"Waiting for Deborah (Betty Neels Collection, Book 102)",Betty Neels,"326
                           
                            .",Kindle Edition,4.6,166,https://www.amazon.in/Waiting-Deborah-Mills-Betty-Collection-ebook/dp/B00I8M58VI/ref=sr_1_194?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-194
Boys Don't Cry,Meghna Pant,"246
                           
                            .",Paperback,4.5,77,https://www.amazon.in/Boys-Dont-Cry-Meghna-Pant/dp/0143455095/ref=sr_1_195?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-195
Schoolgirl Missing: Discover the secrets of family life in the most gripping page-turner of the year!,Sue Fortin,"126
                           
                            .",Kindle Edition,4.3,85,https://www.amazon.in/Schoolgirl-Missing-Discover-gripping-page-turner-ebook/dp/B07DQ6789T/ref=sr_1_196?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-196
SONG OF DRAUPADI: A NOVEL,Ira Mukhoty,428,Hardcover,4.2,90,https://www.amazon.in/SONG-DRAUPADI-NOVEL-Ira-Mukhoty/dp/9390652243/ref=sr_1_197?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-197
The Bricks that Built the Houses: The Sunday Times Bestseller,Kate Tempest,385,Paperback,4.4,227,https://www.amazon.in/Bricks-that-Built-Houses/dp/1408857332/ref=sr_1_198?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-198
The Zanzibar Wife: The new novel from the internationally bestselling author of The Little Coffee Shop of Kabul,Deborah Rodriguez,301,Paperback,4.2,246,https://www.amazon.in/Zanzibar-Wife-Deborah-Rodriguez/dp/0751561487/ref=sr_1_199?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-199
TALES FROM THE HIMALAYAS,Priyanka Pradhan,186,Paperback,4.5,122,https://www.amazon.in/TALES-HIMALAYAS-Priyanka-Pradhan/dp/9390356709/ref=sr_1_200?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-200
Unravelling Oliver: The gripping psychological suspense from the No. 1 bestseller,Liz Nugent,348,Paperback,4.3,"1,413",https://www.amazon.in/Unravelling-Oliver-Liz-Nugent/dp/0241965640/ref=sr_1_201?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-201
"Paradise for Two (Betty Neels Collection, Book 79)",Betty Neels,"326
                           
                            .",Kindle Edition,4.5,170,https://www.amazon.in/Paradise-Mills-Betty-Neels-Collection-ebook/dp/B008472Z8Q/ref=sr_1_202?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-202
The Girl on the Train: Film tie-in,Paula Hawkins,279,Paperback,4.2,"77,770",https://www.amazon.in/Girl-Train-Film-tie/dp/1784161756/ref=sr_1_203?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-203
"Those Who Are Loved: The compelling Number One Sunday Times bestseller, 'A Must Read'",Victoria Hislop,149,Paperback,4.4,"6,123",https://www.amazon.in/Those-Who-Are-Loved-compelling/dp/1472223225/ref=sr_1_204?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-204
Rock Paper Scissors: The phenomenal new thriller and instant New York Times bestseller from the author of Sometimes I Lie,Alice Feeney,"310
                           
                            .",Kindle Edition,4.2,"2,642",https://www.amazon.in/Rock-Paper-Scissors-international-bestselling-ebook/dp/B08TGPNG7H/ref=sr_1_205?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-205
Conspiracy: A gripping spy thriller in the No. 1 Sunday Times bestselling historical crime series: Book 5 (Giordano Bruno),S.J. Parris,392,Paperback,4.5,"1,280",https://www.amazon.in/Conspiracy-Giordano-Bruno-S-J-Parris/dp/0007481276/ref=sr_1_206?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-206
My One True North: the Top Five Sunday Times bestseller – discover the magic of Milly,Milly Johnson,199,Paperback,4.7,"2,798",https://www.amazon.in/My-One-True-North-bestseller/dp/1471178528/ref=sr_1_207?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-207
How Stella Got Her Groove Back,Terry McMillan,"1,191",Paperback,4.3,105,https://www.amazon.in/How-Stella-Got-Groove-Back/dp/0451209141/ref=sr_1_208?keywords=best+seller+books&qid=1653311072&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-208
"Iron and Rust: free sampler (Throne of the Caesars, Book 1)",,0,Kindle Edition,3.7,,https://www.amazon.in/Iron-Rust-sampler-Throne-Caesars-ebook/dp/B00JTN14JU/ref=sr_1_209?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-209
Little Thieves: the New York Times bestseller,,"915
                           
                            .",Hardcover,4.6,,https://www.amazon.in/Little-Thieves-Margaret-Owen/dp/152938169X/ref=sr_1_210?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-210
When Only Love Remains,,166,Paperback,4.2,,https://www.amazon.in/When-Only-Remains-Durjoy-Datta/dp/0143422642/ref=sr_1_211?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-211
"Snowflakes Over The Starfish Café: The start of a heartwarming, uplifting series from bestseller Jessica Redland",,0,Kindle Edition,4.6,,https://www.amazon.in/Snowflakes-Over-Starfish-Caf%C3%A9-release-ebook/dp/B094HW9QMH/ref=sr_1_212?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-212
The Little Bookshop of Promises: the heartwarming and gorgeously uplifting romance from international bestseller,,350,Paperback,4.7,,https://www.amazon.in/Little-Bookshop-Promises-Debbie-Macomber/dp/184845533X/ref=sr_1_213?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-213
The Betrayals: This Christmas discover the stunning new fiction book from the author of the Sunday Times bestseller THE BINDING,,444,Paperback,4.2,,https://www.amazon.in/Betrayals-Stunning-fiction-bestseller-BINDING/dp/0008456917/ref=sr_1_214?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-214
Nothing Lasts Forever,,"110
                           
                            .",Kindle Edition,4.4,,https://www.amazon.in/Nothing-Lasts-Forever-Sidney-Sheldon-ebook/dp/B0086VGYXC/ref=sr_1_215?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-215
"One Night On The Virgin's Terms (Mills & Boon Modern) (Wanted: A Billionaire, Book 1)",,"271
                           
                            .",Kindle Edition,4.1,,https://www.amazon.in/Night-Virgins-Terms-Modern-Wanted-ebook/dp/B0842DZFCR/ref=sr_1_216?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-216
The Testaments: The Booker prize-winning sequel to The Handmaid’s Tale (Gilead Book 2),,"312
                           
                            .",Kindle Edition,4.6,,https://www.amazon.in/Testaments-Handmaids-Tale-Book-ebook/dp/B07KRMV57J/ref=sr_1_217?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-217
A Maiden's Voyage: The heart-warming Sunday Times bestseller (Days of the Week),,125,Paperback,4.7,,https://www.amazon.in/Maidens-Voyage-heart-warming-Sunday-bestseller/dp/1785767577/ref=sr_1_218?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-218
"The Marble Collector: The life-affirming, gripping and emotional bestseller about a father’s secrets",,145,Paperback,4.2,,https://www.amazon.in/Marble-Collector-Cecelia-Ahern/dp/0007501846/ref=sr_1_219?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-219
The Water Dancer: The New York Times Bestseller,,399,Paperback,4.6,,https://www.amazon.in/Water-Dancer-Ta-Nehisi-Coates/dp/0241982510/ref=sr_1_220?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-220
Aloha from Hell: A Sandman Slim thriller from the New York Times bestselling master of supernatural noir: Book 3,,359,Paperback,4.5,,https://www.amazon.in/Aloha-Hell-Sandman-Richard-Kadrey/dp/0007446020/ref=sr_1_221?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-221
"Wake Up, Life is Calling",,103,Paperback,4.5,,https://www.amazon.in/Wake-Life-Calling-Preeti-Shenoy/dp/9387022609/ref=sr_1_222?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-222
"The Christmas Party: The festive, feel-good rom-com from the Sunday Times bestseller (Christmas Fiction)",,169,Paperback,4.5,,https://www.amazon.in/Christmas-Party-Fiction/dp/075155216X/ref=sr_1_223?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-223
"The Sicilian Marriage (Mills & Boon Modern) (The O'Connells, Book 7) (The O'Connells Series 6)",,"175
                           
                            .",Kindle Edition,3.8,,https://www.amazon.in/Sicilian-Marriage-Mills-Modern-OConnells-ebook/dp/B0068WNLWI/ref=sr_1_224?keywords=best+seller+books&qid=1653311074&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-224
A Spark of Light: THE NUMBER ONE SUNDAY TIMES BESTSELLER,,249,Paperback,4.1,,https://www.amazon.in/Spark-Light-author-everyone-reading/dp/1444788167/ref=sr_1_225?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-225
Serious Men - Film Tie-in,,240,Paperback,4.0,,https://www.amazon.in/Serious-Men-Tie-Manu-Joseph/dp/9390351146/ref=sr_1_226?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-226
Princess's Nine-Month Secret: Book 45 (One Night With Consequences),,159,Paperback,4.5,,https://www.amazon.in/Princesss-Nine-Month-Secret-Night-Consequences/dp/0263934764/ref=sr_1_227?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-227
My Absolute Darling: The Sunday Times bestseller,,206,Paperback,3.9,,https://www.amazon.in/My-Absolute-Darling-Sunday-bestseller/dp/0008185247/ref=sr_1_228?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-228
"A Daughter’s Courage: A powerful, gritty new saga from the Sunday Times bestseller",,120,Paperback,4.6,,https://www.amazon.in/Daughters-Courage-Kitty-Neale/dp/0008191700/ref=sr_1_229?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-229
Sharpe’s Rifles,,150,Mass Market Paperback,4.6,,https://www.amazon.in/Sharpes-Rifles-Bernard-Cornwell/dp/0006176976/ref=sr_1_230?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-230
Yakshini,,231,Paperback,4.3,,https://www.amazon.in/Yakshini-Neil-DSilva/dp/9353336740/ref=sr_1_231?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-231
"The Sicilian's Bought Bride (Mills & Boon Modern) (Italian Husbands, Book 10)",,"113
                           
                            .",Kindle Edition,4.2,,https://www.amazon.in/Sicilians-Bought-Modern-Italian-Husbands-ebook/dp/B0068SP986/ref=sr_1_232?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-232
Captive Star: Book 2 (Stars of Mithra),,286,Paperback,4.5,,https://www.amazon.in/Captive-Star-Stars-Mithra-Roberts/dp/0263927458/ref=sr_1_233?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-233
A Man Called Ove: The life-affirming bestseller that will brighten your day,,290,Paperback,4.6,,https://www.amazon.in/Man-Called-Ove-life-affirming-bestseller/dp/B09L59LMMD/ref=sr_1_234?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-234
"Next in Line: The latest book from the Sunday Times bestselling author, the must-read new crime-thriller of 2022 (William Warwick Novels)",,"1,126
                           
                            .",Kindle Edition,,,https://www.amazon.in/Next-Line-bestselling-must-read-crime-thriller-ebook/dp/B09HRGDHD3/ref=sr_1_235?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-235
Once A Moretti Wife,,150,Paperback,4.5,,https://www.amazon.in/Once-Moretti-Modern-Michelle-Smart/dp/0263924157/ref=sr_1_236?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-236
"Crossings: An epic, romantic read from the worldwide bestseller",,216,Paperback,4.6,,https://www.amazon.in/Crossings-Danielle-Steel/dp/0751542458/ref=sr_1_237?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-237
Veronika Decides to Die,,218,Paperback,4.4,,https://www.amazon.in/Veronika-Decides-Die-Paulo-Coelho/dp/8172235437/ref=sr_1_238?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-238
The Last Story of Mina Lee: the Reese Witherspoon Book Club pick,,580,Paperback,4.0,,https://www.amazon.in/Last-Story-Mina-Lee-Witherspoon/dp/1472281616/ref=sr_1_239?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-239
The Zanzibar Wife: The new novel from the internationally bestselling author of The Little Coffee Shop of Kabul,,301,Paperback,4.2,,https://www.amazon.in/Zanzibar-Wife-Deborah-Rodriguez/dp/0751561487/ref=sr_1_240?keywords=best+seller+books&qid=1653311076&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-240
"You Let Me In: The No. 1 ebook bestseller, a chilling, unputdownable page-turner",Lucy Clarke,285,Paperback,4.3,"1,817",https://www.amazon.in/You-Let-Me-Lucy-Clarke/dp/0008262578/ref=sr_1_241?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-241
The Escapist,Manoj Das,219,Paperback,4.5,11,https://www.amazon.in/Escapist-Manoj-Das/dp/8184301758/ref=sr_1_242?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-242
A Man Called Ove: The life-affirming bestseller that will brighten your day,Fredrik Backman,290,Paperback,4.6,"37,276",https://www.amazon.in/Man-Called-Ove-life-affirming-bestseller/dp/B09L59LMMD/ref=sr_1_243?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-243
"Next in Line: The latest book from the Sunday Times bestselling author, the must-read new crime-thriller of 2022 (William Warwick Novels)",Jeffrey Archer,"1,126
                           
                            .",Kindle Edition,,,https://www.amazon.in/Next-Line-bestselling-must-read-crime-thriller-ebook/dp/B09HRGDHD3/ref=sr_1_244?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-244
Once A Moretti Wife,Mass Market Paperback,150,Paperback,4.5,49,https://www.amazon.in/Once-Moretti-Modern-Michelle-Smart/dp/0263924157/ref=sr_1_245?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-245
"Crossings: An epic, romantic read from the worldwide bestseller",Danielle Steel,216,Paperback,4.6,542,https://www.amazon.in/Crossings-Danielle-Steel/dp/0751542458/ref=sr_1_246?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-246
Veronika Decides to Die,Paulo Coelho,218,Paperback,4.4,"2,775",https://www.amazon.in/Veronika-Decides-Die-Paulo-Coelho/dp/8172235437/ref=sr_1_247?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-247
The Last Story of Mina Lee: the Reese Witherspoon Book Club pick,Nancy Jooyoun Kim,580,Paperback,4.0,"3,077",https://www.amazon.in/Last-Story-Mina-Lee-Witherspoon/dp/1472281616/ref=sr_1_248?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-248
The Sisters: A gripping psychological suspense,Claire Douglas,384,Paperback,4.1,"1,829",https://www.amazon.in/Sisters-Claire-Douglas/dp/0007594410/ref=sr_1_249?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-249
"The Sicilian's Bought Bride (Mills & Boon Modern) (Italian Husbands, Book 10)",Carol Marinelli,"113
                           
                            .",Kindle Edition,4.2,26,https://www.amazon.in/Sicilians-Bought-Modern-Italian-Husbands-ebook/dp/B0068SP986/ref=sr_1_250?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-250
The Break of Dawn (A thrilling page-turner set amidst the 1857 rebellion),,281,Hardcover,4.3,33,https://www.amazon.in/Break-thrilling-page-turner-amidst-rebellion/dp/0670093610/ref=sr_1_251?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-251
I Let You Go: The Richard & Judy Bestseller,Clare Mackintosh,479,Paperback,4.5,"8,138",https://www.amazon.in/Let-You-Go-Clare-Mackintosh/dp/0751554154/ref=sr_1_252?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-252
"The Best of Dale Carnegie - The Quick and Easy Way to Effective Speaking + Develop Self-Confidence, Improve Public Speaking (Set of 2 Books)",Dale Carnegie,273,Paperback,3.7,3,https://www.amazon.in/Best-Dale-Carnegie-Effective-Self-Confidence/dp/B095SR8C5L/ref=sr_1_253?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-253
The Room in the Attic: The TOP 10 bestselling novel from Louise Douglas,Louise Douglas,0,Kindle Edition,4.4,"3,882",https://www.amazon.in/Room-Attic-bestseller-Louise-Douglas-ebook/dp/B097BB3WSZ/ref=sr_1_254?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-254
Everyone Worth Knowing,Lauren Weisberger,139,Paperback,4.1,262,https://www.amazon.in/Everyone-Worth-Knowing-Lauren-Weisberger/dp/0007182651/ref=sr_1_255?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-255
"New York, Actually: the gorgeously romantic fiction book from the Sunday Times bestseller",Sarah Morgan,"370
                           
                            .",Kindle Edition,4.6,635,https://www.amazon.in/New-York-Actually-sparkling-bestselling-ebook/dp/B01L6M4TS4/ref=sr_1_256?keywords=best+seller+books&qid=1653311078&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-256
The Thursday Murder Club: (The Thursday Murder Club 1),Richard Osman,386,Paperback,4.2,"83,293",https://www.amazon.in/Thursday-Murder-Club-Record-Breaking-Bestseller/dp/0241988268/ref=sr_1_257?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-257
Miss Marple’s Final Cases,Agatha Christie,238,Paperback,4.5,477,https://www.amazon.in/Marples-Final-Cases-Agatha-Christie/dp/0008196648/ref=sr_1_258?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-258
Memory Wall,Anthony Doerr,279,Paperback,4.5,427,https://www.amazon.in/Memory-Wall-Anthony-Doerr/dp/0007367724/ref=sr_1_259?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-259
The Flight: The heart-stopping thriller of the year - The New York Times bestseller,Julie Clark,"227
                           
                            .",Kindle Edition,4.3,"3,478",https://www.amazon.in/Flight-passengers-tickets-chance-escape-ebook/dp/B0823VWB73/ref=sr_1_260?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-260
